1000 1000
59 1 2 1 4 4 6 5 5 3 10 5 1 2 10 8 13 10 4 15 2 10 2 18 1 20 6 24 10 2 13 27 12 2 4 16 30 37 37 28 28 6 11 14 44 3 37 30 38 29 17 25 11 37 1 39 35 34 43
66 1 2 2 3 2 3 6 2 8 5 11 3 8 4 1 9 14 14 15 6 6 21 15 18 11 24 1 23 20 7 4 9 4 2 31 15 32 27 29 19 38 7 17 21 8 24 15 43 17 13 9 1 39 15 21 55 47 38 45 27 13 56 55 41 38
93 1 1 2 3 5 6 5 8 4 3 9 3 8 14 15 3 6 2 11 14 2 19 10 19 12 2 18 13 8 22 2 32 1 11 17 35 9 11 37 16 11 22 25 43 11 46 3 14 33 9 49 32 48 20 42 12 21 49 1 41 8 56 56 27 18 3 3 34 50 33 35 23 9 63 17 8 25 32 37 9 22 79 45 55 83 17 41 77 4 59 78 83
91 1 1 1 4 3 3 5 4 3 10 11 4 13 6 8 4 15 4 9 7 18 18 23 10 1 19 4 4 25 2 5 19 14 1 32 19 28 32 3 3 34 41 43 35 3 6 27 7 18 44 12 33 34 20 48 6 40 52 6 51 49 26 32 64 34 61 19 33 56 65 45 8 28 73 37 17 29 69 61 79 34 41 82 2 54 34 7 3 78 68
20 1 2 1 2 2 4 7 8 3 3 5 11 2 14 1 9 15 10 3
29 1 2 2 4 2 4 6 5 3 1 1 11 9 9 7 9 15 11 7 8 2 18 6 10 25 5 14 18
19 1 2 1 3 4 5 2 5 2 5 6 6 8 13 5 11 5 3
73 1 1 2 1 2 1 6 3 2 8 4 6 3 9 10 10 15 13 17 10 12 11 19 20 19 25 11 16 10 18 21 13 22 34 15 18 13 13 5 17 16 38 42 44 12 24 2 46 26 36 41 17 14 7 43 41 53 20 49 32 50 7 55 35 45 20 21 12 20 54 50 2
86 1 2 1 3 4 2 2 5 2 5 1 4 10 8 9 9 2 18 15 2 12 15 22 12 19 13 13 26 2 3 22 18 1 31 22 3 11 9 34 2 11 25 4 26 2 16 2 36 30 46 42 4 18 16 31 1 32 20 10 32 22 35 30 39 52 31 29 32 37 28 14 14 28 36 53 67 48 35 3 56 73 72 46 82 16
65 1 2 2 1 1 2 7 8 6 9 3 11 2 8 1 11 17 4 12 4 18 20 5 22 21 14 19 16 28 22 26 8 20 20 19 4 24 20 28 26 32 35 19 33 22 35 46 12 38 27 25 13 2 32 42 29 27 19 9 13 46 41 47 33
7 1 1 3 1 4 1
39 1 1 1 1 3 4 7 2 4 2 3 10 3 6 5 13 14 9 6 11 18 13 12 5 25 20 5 11 7 19 12 23 2 30 19 13 7 1
71 1 1 3 3 5 1 1 1 7 2 2 2 3 11 5 4 10 3 12 8 5 5 22 12 16 1 13 11 26 29 18 28 2 13 30 30 7 8 36 15 12 17 10 23 14 19 39 9 14 33 13 50 43 17 26 37 2 23 50 42 30 14 20 44 3 44 26 45 33 60
35 1 2 1 4 5 1 6 8 6 1 11 11 1 7 5 13 3 3 5 5 16 22 22 23 22 26 12 16 9 17 16 19 23 28
29 1 1 2 3 3 6 2 6 5 5 4 10 13 7 13 2 3 10 16 6 9 22 21 17 16 15 18 3
6 1 2 1 4 2
20 1 1 3 1 1 6 5 7 7 8 4 8 3 1 4 11 9 17 18
34 1 2 1 4 5 4 5 3 1 6 10 5 12 3 7 12 13 7 13 1 17 19 16 7 8 12 21 10 19 8 22 30 33
89 1 1 1 2 5 3 4 1 7 8 8 11 7 9 9 15 9 7 16 11 18 12 23 17 13 1 14 28 18 22 6 31 1 11 22 20 16 22 26 29 29 21 6 37 9 19 2 29 45 4 30 36 29 2 35 39 37 24 19 7 9 55 18 29 15 28 36 17 21 3 66 20 28 69 22 47 67 71 38 64 54 24 28 36 2 73 51 40
98 1 1 3 2 3 6 3 5 7 4 9 4 13 4 8 12 2 13 3 7 14 16 21 8 12 2 27 19 26 21 29 12 12 15 14 13 8 35 16 25 18 13 1 32 7 31 42 6 48 18 11 23 25 18 25 15 32 45 4 12 25 5 19 13 57 31 63 2 26 22 42 20 52 55 41 34 57 52 43 22 39 18 78 75 21 24 81 15 78 43 13 71 3 49 79 44 97
93 1 1 3 2 4 5 3 5 7 2 10 8 3 14 4 3 1 18 17 3 15 20 16 11 16 4 18 22 23 13 16 10 29 31 26 17 34 23 21 33 39 32 4 36 10 6 34 42 40 15 24 23 21 44 18 38 11 2 27 9 20 17 42 27 45 59 5 44 35 61 27 27 24 56 30 63 38 29 52 13 3 34 53 7 61 79 33 58 53 73 45 52
66 1 1 2 4 4 6 2 7 7 7 10 7 10 11 10 12 17 2 11 6 9 22 4 10 14 14 14 5 17 18 20 31 30 18 4 31 20 24 22 38 8 21 35 30 42 45 12 5 10 10 4 40 43 24 19 43 17 31 14 2 58 21 31 51 14
88 1 2 3 2 5 4 2 8 2 1 10 10 12 8 7 8 13 9 8 15 6 22 1 3 19 21 18 2 9 3 18 31 2 2 9 34 10 21 20 36 16 8 42 37 5 10 35 6 6 28 1 14 46 2 18 28 54 31 1 46 18 52 44 21 58 36 28 5 2 22 42 57 31 27 14 4 64 2 18 23 63 52 2 72 8 62 31
50 1 1 2 1 1 4 1 5 2 9 8 11 9 12 3 3 13 18 17 10 17 12 10 23 2 17 22 7 26 3 16 5 14 11 22 22 1 8 35 7 3 23 36 42 21 20 33 23 1
38 1 1 3 4 4 4 2 1 3 1 3 8 4 8 6 14 1 7 10 19 17 15 17 12 18 12 19 26 17 15 25 7 5 10 4 6 16
9 1 2 2 4 1 5 5 5
51 1 1 2 1 1 6 1 1 1 10 6 2 10 4 10 7 12 4 2 20 16 2 2 15 20 12 7 21 27 26 14 20 19 4 14 25 24 28 10 24 25 1 6 17 15 25 24 38 25 33
94 1 2 3 1 3 1 7 6 9 5 8 6 1 8 12 16 8 10 9 1 8 3 9 22 11 5 21 1 27 13 22 28 32 1 19 7 14 17 12 35 27 33 14 2 42 38 33 38 34 16 17 51 3 14 19 52 37 40 35 27 50 13 56 25 28 23 13 64 66 11 35 46 17 24 36 27 14 43 14 52 1 29 15 31 34 35 22 66 86 9 61 5 17
91 1 1 2 3 1 6 5 1 5 3 8 10 13 6 15 5 2 15 18 8 15 4 12 3 5 1 6 12 23 23 15 4 3 14 10 29 16 34 27 11 2 27 12 39 37 16 22 44 24 5 40 35 41 13 45 17 31 2 47 55 55 28 61 2 30 1 1 8 15 10 57 72 13 27 8 23 10 31 41 46 53 4 64 23 76 74 43 84 70 22
28 1 1 3 4 1 5 5 6 4 7 7 9 3 4 10 4 7 3 5 13 9 22 12 2 20 20 9
13 1 2 1 2 5 1 4 4 4 4 2 5
37 1 1 2 4 1 2 1 7 3 5 3 2 1 7 9 7 15 9 17 18 3 20 14 20 15 5 23 8 17 15 14 10 9 14 31 8
86 1 2 2 3 1 1 5 6 2 10 10 11 7 14 12 10 13 5 17 15 13 12 7 16 1 21 15 7 3 19 27 12 1 18 1 34 35 8 31 1 29 34 12 40 14 10 16 47 31 11 9 38 12 40 2 49 8 56 6 52 49 15 49 15 2 36 40 63 61 62 37 37 37 15 45 62 50 47 7 26 19 36 65 58 28
57 1 1 3 4 1 3 4 1 2 1 9 8 9 9 14 9 1 4 18 10 1 5 2 20 12 14 14 8 24 25 31 10 4 34 2 15 14 8 11 34 3 17 31 3 17 6 9 43 43 42 30 1 31 20 3 37
97 1 1 2 1 4 2 5 6 9 5 5 10 5 12 5 6 3 10 7 20 5 21 18 16 13 15 26 28 13 26 16 8 16 11 20 35 18 31 13 13 36 5 26 11 8 28 3 15 24 45 19 36 43 47 32 39 49 18 12 17 50 56 19 4 34 57 26 5 51 8 1 11 42 52 55 27 64 69 25 27 45 38 7 14 53 10 21 83 10 13 1 55 5 15 13 1
25 1 2 2 3 4 6 6 1 4 7 9 12 10 4 2 1 3 6 18 20 4 8 22 3
27 1 1 2 3 1 1 7 5 5 5 11 7 13 11 2 2 10 9 16 4 10 5 9 24 23 8
19 1 1 1 3 5 4 3 4 1 1 10 12 9 10 11 11 5 1
7 1 2 1 4 4 5
88 1 1 2 3 2 3 6 2 9 8 4 4 2 5 8 15 13 6 11 16 18 11 21 18 13 6 23 1 24 23 18 17 30 21 6 31 3 3 23 20 18 2 17 44 27 18 10 31 34 38 28 8 16 15 16 48 22 14 38 6 50 35 43 58 18 27 10 47 2 35 34 11 9 18 28 69 6 5 29 52 23 19 80 33 37 82 22
69 1 1 3 3 1 4 7 8 7 2 8 11 9 4 8 8 8 17 8 18 9 10 10 14 24 16 25 26 17 21 11 31 23 19 26 21 26 6 8 21 13 16 2 3 11 18 38 38 5 29 18 31 18 12 32 44 18 23 47 15 7 34 11 54 56 5 45 23
8 1 2 2 2 3 5 5
90 1 2 3 3 4 1 3 6 7 9 2 1 1 9 11 6 9 7 16 15 6 18 10 20 22 6 6 9 26 29 16 29 10 27 8 12 36 10 26 2 12 42 5 6 35 3 31 32 18 6 48 17 13 34 23 6 19 6 55 51 48 32 15 37 10 41 33 37 37 47 5 2 15 53 50 44 31 67 13 14 76 63 57 37 40 37 6 26 69
41 1 2 2 4 1 4 7 3 4 6 1 11 2 13 7 3 16 3 5 2 14 5 6 23 22 2 13 6 3 15 10 26 29 33 21 33 24 29 37 13
17 1 1 3 2 1 2 4 4 4 2 2 2 12 3 15 5
83 1 1 3 4 4 3 1 6 2 1 2 12 8 3 5 15 9 12 12 20 3 8 6 5 5 9 8 13 16 28 26 15 26 25 33 17 12 22 16 11 35 25 39 3 3 9 40 37 11 41 14 2 10 21 43 43 28 4 17 19 52 34 1 31 7 10 43 63 3 9 45 32 34 61 7 3 44 3 21 33 8 7
24 1 2 1 1 4 1 4 8 3 10 1 2 7 11 14 13 6 16 19 1 9 16 10
69 1 1 1 1 2 6 5 7 3 9 10 11 12 1 15 10 5 11 13 14 17 1 1 21 11 12 9 12 10 8 4 32 26 5 34 20 2 31 2 1 22 23 42 7 42 21 33 35 9 22 31 20 14 24 10 26 15 49 47 36 49 35 22 62 51 40 9 35
85 1 2 2 3 3 5 5 8 6 2 6 11 2 13 2 2 2 6 13 9 11 21 7 12 3 4 10 27 3 1 18 23 23 24 22 23 29 18 27 13 36 14 3 6 5 30 16 44 25 1 45 43 44 13 7 21 46 45 50 50 18 41 44 12 37 53 43 54 20 20 49 38 38 55 11 19 27 10 11 69 20 52 11 56
4 1 2 2
61 1 1 2 1 2 6 7 1 4 2 2 5 7 10 15 4 10 15 19 13 6 5 16 4 7 3 26 14 25 11 10 10 10 18 5 1 6 19 36 39 18 31 21 32 21 6 47 14 1 45 5 36 17 53 48 52 28 43 27 8
44 1 1 2 3 2 2 4 1 1 9 11 2 2 4 1 5 8 16 4 12 12 10 10 13 23 9 19 22 24 11 17 30 25 17 29 35 4 28 2 22 15 27 2
25 1 1 1 3 2 4 6 3 2 5 8 3 3 4 4 6 2 13 8 6 21 18 4 17
57 1 2 3 3 1 5 1 8 5 1 11 9 11 12 15 10 2 18 18 6 18 17 14 21 2 7 25 25 8 4 15 20 29 4 21 18 1 35 32 24 9 4 18 12 9 9 9 5 6 46 17 15 30 8 35 22
78 1 2 2 3 5 3 6 3 8 5 4 9 13 8 14 16 12 18 16 16 19 8 1 3 16 13 14 13 14 3 16 29 24 9 5 32 7 8 30 29 30 13 9 3 9 15 42 47 24 47 42 4 8 25 44 2 29 2 52 52 11 52 10 40 9 27 12 47 13 7 70 15 50 30 33 75 7
96 1 2 2 4 2 5 6 1 6 2 8 8 4 6 8 9 13 7 13 2 10 2 11 20 7 12 5 18 9 30 1 28 19 26 4 17 23 12 13 24 30 41 28 38 29 10 44 17 27 35 3 18 53 1 48 47 16 37 54 24 3 56 2 36 22 41 39 15 11 66 3 3 56 44 52 60 28 1 56 33 77 29 5 72 74 51 86 26 12 9 59 12 62 63 36
39 1 1 2 2 1 5 1 6 6 3 11 11 8 5 10 6 15 10 10 5 5 13 13 7 17 22 2 26 25 8 8 16 19 21 6 30 37 9
23 1 2 3 4 4 1 1 6 8 6 5 11 2 9 3 14 7 6 6 16 21 13
68 1 2 2 1 1 2 1 6 4 1 6 12 11 13 6 16 16 7 5 14 21 20 15 7 12 24 24 23 19 27 23 17 4 16 25 26 14 31 31 26 27 42 1 19 2 21 18 36 27 48 29 36 53 54 34 5 31 27 39 25 24 42 16 25 41 19 5
48 1 2 3 1 1 4 5 8 6 10 5 9 5 6 8 10 9 10 6 1 16 19 2 7 20 13 5 25 26 24 9 22 24 29 29 7 7 12 6 4 16 12 18 43 18 45 45
68 1 2 1 3 5 1 6 2 7 5 10 2 10 9 2 5 10 12 8 5 8 12 18 5 9 15 9 13 26 14 23 26 3 18 11 4 37 5 32 6 17 7 1 8 17 37 44 19 18 39 39 49 18 44 54 40 11 36 30 52 38 16 3 60 49 44 49
24 1 1 2 3 2 4 2 1 1 6 1 7 2 4 12 10 11 2 7 18 17 6 15
29 1 1 1 2 1 6 1 3 3 10 8 7 11 2 11 4 3 14 11 5 12 9 23 23 7 1 3 5
67 1 2 1 3 1 3 5 5 3 9 11 10 3 6 2 5 7 13 9 11 15 1 6 8 15 24 8 7 3 14 2 27 20 15 9 33 36 32 24 11 15 10 19 8 24 21 18 48 23 42 51 49 19 35 45 34 44 6 55 38 34 32 19 10 42 12
54 1 1 3 1 1 2 4 1 7 3 11 8 5 4 14 15 4 14 19 11 18 19 12 13 17 10 15 7 10 19 23 16 14 29 12 26 24 14 24 19 37 15 38 7 34 37 34 28 32 37 18 4 22
19 1 1 1 1 2 2 7 8 6 9 11 4 5 4 7 4 3 16
34 1 2 1 3 3 1 3 8 7 1 11 9 1 5 15 3 5 1 1 8 5 6 13 2 6 23 7 9 6 2 8 27 20
57 1 1 3 4 4 4 7 5 7 4 1 11 11 12 8 5 17 2 19 15 5 2 14 14 18 21 5 13 19 3 11 23 10 26 20 34 18 32 17 33 27 19 37 23 30 12 21 27 32 11 27 19 14 1 10 11
35 1 2 1 1 4 3 3 2 8 5 7 6 5 7 9 10 16 10 7 18 9 11 2 3 22 17 26 8 14 13 14 23 25 23
18 1 2 1 4 5 1 1 1 2 6 5 3 1 5 8 5 17
30 1 1 3 1 1 1 2 6 2 9 11 12 1 12 11 3 3 6 18 19 21 8 3 10 1 19 20 26 10
12 1 2 1 4 5 6 2 3 6 6 11
100 1 1 1 2 3 6 6 6 4 6 6 7 2 1 1 2 8 2 9 5 6 7 10 9 12 14 7 14 10 27 11 25 17 7 4 20 30 23 32 17 34 41 8 33 18 24 11 28 22 35 12 24 15 7 20 22 46 30 35 31 42 48 50 53 50 26 56 47 32 44 26 8 2 58 32 20 4 55 15 79 32 53 13 78 40 65 66 46 62 5 20 9 6 17 82 52 75 83 97
36 1 1 1 4 5 4 2 1 5 5 3 11 11 8 2 6 8 3 5 19 2 5 6 3 7 24 9 26 17 18 21 25 26 2 7
65 1 1 1 1 1 2 7 8 3 9 8 4 1 12 10 13 8 16 16 9 14 16 23 20 19 10 1 1 15 30 21 10 32 31 29 17 16 38 13 40 29 23 14 23 38 40 13 17 8 41 9 23 24 38 18 39 32 2 14 31 32 20 20 5
44 1 2 1 4 3 3 3 1 5 3 4 10 6 1 9 16 10 6 16 5 13 11 23 15 1 12 21 14 21 6 29 20 31 5 32 16 31 4 10 17 4 23 30
21 1 2 2 1 1 4 7 7 3 2 4 11 8 4 4 2 15 9 16 20
90 1 2 1 4 1 3 3 2 6 6 3 10 7 12 5 1 4 3 3 4 10 15 4 15 25 16 8 15 22 4 16 26 31 27 17 9 36 24 30 23 5 37 11 15 28 16 32 27 32 42 12 24 4 31 30 1 52 33 27 43 36 14 51 49 36 54 46 38 24 55 20 47 61 17 65 15 31 44 16 66 81 81 83 55 24 78 30 6 9
36 1 1 2 2 5 1 1 5 1 6 3 8 4 7 9 12 7 17 17 13 6 12 3 11 17 26 12 13 25 22 3 26 8 6 15
35 1 2 2 3 1 3 7 1 2 7 9 5 12 4 7 15 7 14 8 13 10 20 9 16 25 1 5 11 7 2 26 2 2 33
54 1 1 2 4 3 5 1 7 9 10 5 10 3 8 10 14 2 8 16 1 1 5 4 21 5 21 27 23 14 10 21 4 10 33 27 15 6 33 8 4 28 32 33 15 27 11 9 38 36 19 20 30 40
48 1 1 2 2 1 6 5 2 6 5 8 1 12 2 13 13 14 6 5 8 16 17 20 1 7 9 7 26 17 20 26 30 6 16 29 29 4 28 16 39 20 37 32 23 25 1 11
37 1 2 2 3 5 1 5 3 1 3 5 6 12 7 13 8 17 12 10 2 16 5 7 13 7 5 5 20 25 10 1 14 25 29 26 21
78 1 1 3 4 1 2 3 7 8 7 8 3 9 5 6 15 14 12 11 11 14 20 8 15 2 15 22 4 18 28 21 11 6 30 20 21 28 1 28 11 10 33 26 21 24 4 45 25 10 19 1 41 51 52 34 3 6 21 31 26 43 32 46 39 14 47 11 55 53 32 30 17 66 13 26 67 65
27 1 2 3 4 4 1 1 3 3 10 3 9 4 3 13 10 17 12 3 12 19 5 20 15 9 9
57 1 1 1 2 3 4 3 4 1 9 10 2 1 9 5 3 13 17 16 18 3 9 18 7 21 1 27 19 16 8 7 8 4 12 21 14 14 38 28 16 10 25 14 17 13 42 43 28 30 41 10 29 42 13 30 46
18 1 1 3 1 2 4 3 1 5 8 1 4 3 12 10 8 15
61 1 1 3 4 4 5 4 4 4 4 6 3 9 14 10 1 9 14 11 7 5 11 1 24 17 1 16 15 18 3 20 19 12 7 9 12 2 31 9 26 15 20 36 41 37 19 20 12 35 21 35 38 25 25 30 2 45 9 29 1
50 1 1 3 4 1 5 1 1 6 10 4 4 4 12 2 9 1 4 3 17 19 9 15 21 24 25 15 19 2 22 14 5 32 30 2 29 6 27 14 25 39 39 26 15 13 37 33 47 29
43 1 1 3 4 1 2 3 4 8 4 2 6 3 1 11 9 15 6 12 17 4 7 19 3 23 7 1 5 16 1 30 28 26 31 9 34 5 35 25 21 21 23
64 1 1 3 2 5 5 6 2 6 10 2 4 2 5 4 3 6 7 11 18 5 2 10 21 9 20 5 26 13 13 11 22 3 21 11 24 30 18 22 12 34 13 25 36 42 27 28 31 39 36 6 6 48 15 26 22 16 1 12 20 7 24 43
68 1 2 2 1 3 5 3 4 5 1 9 3 13 3 6 7 11 10 5 2 8 14 6 24 11 24 12 10 12 13 22 8 18 25 34 18 36 26 19 2 40 11 23 44 28 45 12 15 38 45 25 24 25 28 52 3 44 18 58 6 48 57 31 13 61 58 33
21 1 2 2 4 4 3 4 5 5 9 5 10 13 11 2 3 8 12 9 17
80 1 2 2 4 5 4 3 4 1 7 11 6 8 3 7 12 16 12 16 13 1 12 2 17 17 14 19 16 9 21 15 30 26 27 20 15 23 36 9 17 32 9 26 13 11 38 4 10 2 34 46 39 35 39 39 47 36 55 18 59 17 9 62 26 37 66 33 19 34 11 40 48 59 29 25 66 47 11 23
55 1 1 1 2 4 4 4 2 7 1 9 1 1 10 5 5 7 13 19 10 14 14 4 5 18 25 13 2 4 8 21 25 19 23 28 35 25 8 37 23 35 32 21 17 5 38 38 41 18 1 31 25 40 36
49 1 1 3 4 2 4 2 7 9 6 5 6 9 5 3 2 17 17 8 8 7 7 6 1 10 18 26 22 29 1 31 24 5 33 14 9 14 5 2 11 31 31 36 12 2 23 29 42
29 1 1 3 1 2 5 1 5 7 3 7 8 3 4 7 11 5 12 8 8 4 5 3 14 11 17 13 2
26 1 1 3 1 1 3 6 6 8 1 7 6 12 10 3 11 14 8 16 8 13 7 18 23 20
15 1 2 3 1 3 1 3 7 5 4 5 6 9 12
74 1 1 2 4 1 4 6 5 9 7 8 10 10 1 12 4 11 12 2 7 7 10 16 21 19 3 12 13 18 29 2 30 19 29 31 11 10 21 7 17 14 9 4 35 18 1 1 31 36 46 49 40 50 23 48 22 33 34 47 25 6 41 24 47 6 43 58 50 28 7 10 30 53
30 1 1 1 3 1 5 6 1 3 1 3 4 13 6 6 4 8 11 10 4 8 4 15 2 11 3 5 1 2
56 1 2 1 1 1 5 6 4 4 1 3 6 10 13 6 4 2 10 7 11 1 2 11 13 6 7 10 21 6 21 20 25 9 8 21 30 28 5 12 21 10 11 39 29 31 46 17 20 40 40 46 1 1 38 46
44 1 2 3 4 5 6 5 8 2 7 5 4 5 10 9 16 6 12 3 17 20 2 19 5 22 19 8 2 7 27 2 20 28 1 20 35 33 3 27 20 20 24 31
48 1 2 1 3 1 2 4 5 4 8 1 6 10 13 13 6 4 8 8 11 17 18 11 4 20 14 27 2 16 2 16 23 4 32 9 23 19 22 23 8 24 11 20 14 6 20 34
35 1 1 3 2 1 1 7 2 9 6 1 4 8 4 11 16 16 7 8 10 15 22 10 13 22 25 19 17 11 16 20 12 21 22
77 1 2 2 3 1 2 6 6 4 2 9 2 5 9 14 9 2 5 1 3 11 9 9 6 3 17 4 27 24 20 21 28 31 31 4 9 12 19 20 17 40 35 38 43 38 15 2 25 29 9 16 24 41 49 3 36 42 19 7 59 21 39 18 21 57 26 20 50 18 52 50 1 2 41 51 16
69 1 2 1 2 2 6 1 2 4 10 5 4 5 3 5 13 7 16 1 1 13 9 10 5 12 20 27 11 19 30 6 5 9 3 4 28 14 3 24 4 27 42 16 43 37 19 8 11 38 33 33 22 3 32 35 20 32 13 57 8 41 56 42 50 37 1 58 24
44 1 2 3 1 2 5 1 4 3 6 1 8 4 13 14 1 16 4 12 6 2 10 13 10 4 5 14 21 4 23 29 23 13 11 35 29 5 22 38 5 38 31 14
78 1 2 1 3 5 4 1 7 5 10 5 5 8 6 4 14 12 9 2 13 18 21 1 8 11 7 3 16 5 9 25 9 28 12 31 11 1 20 24 34 22 20 16 21 8 35 3 30 6 11 16 10 35 51 26 12 20 53 46 51 6 36 34 42 40 12 7 24 53 39 50 10 22 53 31 76 39
100 1 2 2 1 5 4 3 5 3 5 7 11 5 7 10 1 4 2 3 9 15 17 6 4 4 16 6 20 12 30 31 27 9 2 4 10 3 2 33 11 14 19 40 35 43 40 26 16 31 3 35 47 39 9 30 36 56 17 58 36 18 57 2 16 10 18 46 7 51 66 49 29 8 54 43 59 4 25 43 23 29 20 43 42 71 84 38 38 68 51 80 55 78 34 17 58 84 5 86
69 1 1 2 4 3 5 3 6 4 1 1 6 8 6 3 14 15 11 6 17 15 4 14 5 3 6 10 14 17 23 15 30 15 34 20 4 36 20 18 16 9 21 34 35 3 31 41 38 45 35 16 48 11 1 50 2 49 24 56 32 58 37 14 22 29 66 59 53
86 1 2 3 2 5 6 7 6 3 8 10 12 8 11 14 1 15 18 1 13 10 13 4 11 23 21 9 5 16 23 16 31 2 23 25 16 12 25 9 21 23 31 26 16 18 4 11 45 34 22 24 23 33 11 1 24 9 1 3 22 25 3 15 23 11 52 46 27 51 65 63 25 28 71 45 10 39 61 52 20 63 18 22 46 39
49 1 2 3 4 3 2 6 6 2 4 2 12 4 2 1 16 11 16 11 13 1 18 4 21 2 15 2 13 27 18 26 3 12 31 3 12 8 29 25 2 40 18 36 18 5 19 25 40
79 1 1 3 1 2 6 2 7 8 8 9 3 10 7 2 6 15 10 19 3 7 2 2 22 16 5 8 1 14 27 3 30 23 21 13 9 2 30 8 39 41 41 3 17 11 45 15 10 13 33 16 17 5 54 47 47 47 54 7 50 49 10 56 47 26 18 12 41 19 23 42 60 16 22 26 12 60 66
33 1 1 3 4 3 5 4 2 3 3 10 6 8 13 9 2 6 13 15 1 6 16 12 13 25 25 4 1 25 24 16 16
67 1 2 3 4 5 2 7 2 4 7 9 8 2 10 10 6 6 10 17 4 17 2 10 24 6 1 16 20 17 6 1 26 19 21 17 15 16 37 27 12 2 33 36 15 7 43 19 43 37 43 8 5 39 8 44 35 27 15 32 36 56 28 15 41 61 3
58 1 1 3 2 5 2 2 7 7 6 7 1 2 7 11 6 5 3 2 6 11 12 2 3 2 22 26 18 5 27 9 22 31 32 25 22 34 21 15 10 20 12 37 23 10 24 40 10 28 21 45 1 6 22 19 24 1
20 1 1 1 3 3 2 6 3 5 2 9 7 1 9 13 6 8 9 17
20 1 1 2 2 1 1 7 3 4 1 7 3 12 9 5 10 10 4 1
84 1 1 1 4 1 2 1 7 3 6 4 10 11 8 11 13 14 4 1 15 18 8 2 4 9 7 7 16 28 7 16 24 23 16 7 32 12 24 10 5 26 19 27 5 44 46 3 13 5 26 15 40 15 54 54 26 55 7 47 56 51 45 57 47 41 8 21 31 61 16 66 9 55 74 20 10 3 78 6 6 43 14 77
69 1 2 2 3 2 5 7 5 6 7 9 7 13 8 9 8 13 11 2 6 5 10 18 5 8 9 7 10 10 14 10 31 15 25 26 29 20 11 11 31 38 3 27 33 37 29 15 22 20 10 12 21 52 7 42 19 32 7 15 39 35 15 15 22 2 32 58 30
34 1 2 1 3 4 4 6 8 1 5 8 1 5 10 12 6 5 6 19 7 3 2 17 8 6 5 2 13 22 10 1 21 19
64 1 1 3 4 3 4 1 7 7 5 10 1 6 10 1 2 12 18 11 15 18 18 3 8 23 14 26 18 2 16 20 5 16 8 4 34 17 10 13 4 21 33 1 17 27 11 10 47 47 41 42 45 20 51 41 53 9 4 26 27 52 32 60
46 1 1 2 3 1 1 4 2 2 6 10 7 13 4 3 9 15 5 8 14 17 8 18 19 4 17 21 6 27 11 9 24 15 20 33 34 10 2 34 4 24 14 42 7 23
58 1 2 1 4 4 4 6 3 5 3 4 2 6 3 7 9 17 18 16 13 20 7 14 7 20 26 27 27 24 26 17 11 28 12 23 12 12 33 2 27 4 17 12 25 33 2 36 21 1 40 49 16 23 2 34 15 25
40 1 2 1 1 5 4 5 6 6 3 6 12 12 9 14 1 2 14 15 7 17 8 17 7 5 21 24 28 19 25 7 31 19 25 25 14 13 34 32
4 1 1 3
67 1 1 3 3 1 5 1 8 8 3 3 7 13 2 4 11 16 8 5 9 21 18 4 6 16 12 23 10 25 3 31 8 14 26 25 27 34 25 39 11 32 23 33 30 1 25 22 11 36 22 38 9 16 31 8 23 54 8 32 33 57 22 39 58 37 46
100 1 1 3 3 4 5 6 4 6 10 5 8 1 5 3 11 9 1 4 17 12 18 17 10 21 4 26 24 12 2 14 2 5 14 18 8 22 1 8 12 13 22 20 6 44 11 23 41 15 47 17 31 14 51 53 17 55 28 33 56 19 57 63 28 65 60 22 55 37 12 23 44 72 41 1 46 4 2 27 51 9 42 11 83 30 56 55 25 20 54 15 29 33 64 65 4 94 32 68
46 1 2 3 2 4 3 3 1 7 9 4 3 3 3 2 9 15 11 19 19 21 15 21 14 15 9 26 19 11 15 19 11 13 24 26 18 31 12 29 6 24 2 9 24 4
58 1 2 2 2 4 5 4 4 5 10 10 11 13 14 7 11 4 11 2 11 18 14 21 12 7 6 2 26 24 16 15 7 8 23 25 19 8 17 12 4 21 24 16 40 12 5 11 27 12 33 11 18 11 39 8 41 32
16 1 2 3 1 3 1 1 3 3 3 6 12 8 3 10
23 1 1 2 1 1 5 3 1 2 2 10 8 1 2 10 8 6 12 7 9 2 20
73 1 2 2 1 4 4 6 4 5 8 2 1 6 13 10 14 15 7 7 5 9 2 18 16 4 18 1 2 6 27 30 11 1 25 7 23 1 5 3 37 24 15 32 36 25 37 38 12 46 4 24 29 22 53 53 22 26 17 22 29 54 60 13 31 6 60 53 49 12 16 59 56
63 1 1 3 2 1 1 4 3 5 6 11 4 2 6 5 16 2 18 9 15 17 2 17 14 13 22 24 11 14 23 4 17 12 25 24 8 1 6 4 7 29 5 8 33 19 21 11 37 43 29 38 18 15 19 23 38 37 19 7 8 32 45
53 1 2 2 2 5 6 3 1 6 2 9 10 12 10 3 15 12 6 4 6 5 22 14 1 1 20 8 21 15 20 31 17 12 21 8 19 24 8 27 9 36 24 29 38 33 35 11 47 10 5 33 42
49 1 1 1 2 5 2 6 8 7 10 7 11 4 6 7 13 7 14 4 18 8 16 2 8 11 10 6 5 23 20 13 17 6 30 23 20 33 14 3 32 41 15 35 27 34 20 8 40
