1000 1000
86 1 1 1 3 2 3 4 5 3 1 9 12 8 12 9 1 9 7 15 8 7 15 15 7 23 12 25 6 5 22 3 20 2 8 18 6 27 37 1 40 41 18 8 27 20 10 31 13 18 46 7 45 50 40 12 28 37 56 34 36 25 24 56 25 20 12 28 24 69 2 22 39 36 6 67 20 20 31 45 47 24 57 25 36 39
55 1 1 3 4 2 5 5 8 8 3 1 1 1 5 3 6 6 11 8 2 9 19 14 7 12 18 11 21 4 24 13 12 28 5 18 4 4 4 31 16 20 26 17 1 27 25 5 34 49 21 16 14 41 38
85 1 2 1 2 1 1 4 6 1 5 4 2 11 11 7 15 11 5 8 10 5 8 5 12 9 7 17 10 5 1 2 28 4 27 3 28 25 5 19 26 24 6 24 44 44 17 23 26 30 17 9 20 52 31 29 22 17 57 16 21 21 9 38 25 63 66 27 32 39 15 14 71 6 55 62 46 37 71 22 51 76 39 38 51
73 1 1 2 2 2 4 5 5 8 4 8 6 12 2 1 10 17 8 2 18 8 7 13 21 3 24 2 15 13 10 13 28 17 31 8 9 35 26 35 23 31 27 2 36 39 33 44 46 29 18 36 13 43 51 27 47 4 41 34 32 21 9 38 10 13 46 14 14 45 59 61 72
17 1 1 3 3 4 4 2 4 4 5 9 8 11 4 9 16
5 1 1 3 2
7 1 2 1 2 2 1
67 1 1 2 4 5 3 1 7 1 7 4 2 7 7 6 2 9 1 18 14 7 21 8 3 1 23 1 17 12 22 29 8 30 19 8 19 2 8 17 30 29 38 43 8 28 18 12 10 27 29 14 4 17 41 17 5 57 39 26 6 9 14 23 47 8 26
27 1 2 2 3 2 1 2 1 9 6 3 2 6 1 9 5 17 7 1 20 8 3 6 7 21 10
45 1 1 2 4 5 4 1 8 1 1 6 12 5 3 6 11 7 17 9 18 20 14 15 1 15 11 19 5 13 10 19 30 26 7 9 28 27 22 3 5 37 3 23 23
80 1 2 1 3 4 6 6 6 9 3 1 6 2 3 12 9 16 2 16 5 11 9 3 1 2 1 10 18 16 26 22 2 26 27 11 36 13 1 16 26 14 5 12 26 32 32 42 20 33 17 22 3 46 43 5 56 49 3 40 23 52 61 25 17 48 64 3 50 5 39 16 40 71 19 41 70 65 5 22
40 1 2 1 1 4 6 3 2 5 10 6 3 9 10 10 14 1 7 8 7 11 13 23 23 19 7 17 28 11 18 16 28 14 8 33 22 7 12 37
32 1 2 1 2 2 3 5 5 3 4 8 1 5 14 15 6 14 12 8 4 9 4 12 18 20 1 23 19 24 9 21
87 1 1 2 2 3 2 4 4 3 9 8 2 9 11 5 4 7 4 14 20 14 5 16 16 11 9 4 16 2 13 11 32 20 12 33 32 22 36 6 2 7 38 13 37 27 31 25 26 20 10 43 6 51 53 40 32 2 12 9 21 44 38 26 49 34 58 29 8 17 61 64 26 23 8 54 20 4 26 57 64 52 64 44 32 11 44
50 1 2 1 1 3 6 7 5 6 6 11 11 8 3 12 2 17 8 18 6 12 4 16 17 3 8 1 27 8 14 25 14 28 29 16 1 35 22 13 25 23 28 5 27 4 24 43 41 33
79 1 1 2 3 4 4 7 3 3 9 5 11 11 1 15 3 3 4 5 9 15 18 1 18 20 14 2 8 15 8 14 15 3 23 1 35 32 30 27 6 26 5 39 3 14 31 28 46 48 48 49 35 5 28 7 30 21 39 47 53 25 31 50 4 43 14 32 32 29 29 55 67 28 33 20 54 2 56
9 1 1 3 4 5 6 4 3
81 1 2 3 1 4 5 3 2 6 7 9 10 1 5 14 10 9 18 15 9 6 3 23 15 9 16 20 22 29 28 14 30 6 27 9 26 16 37 4 12 4 23 18 5 9 7 43 12 31 4 11 25 27 3 30 19 4 5 14 39 16 40 53 21 52 23 3 36 65 2 27 16 34 74 70 18 18 50 7 33
15 1 1 1 4 1 6 7 4 9 10 5 11 10 4
65 1 1 1 2 2 2 2 4 6 1 7 4 13 6 11 16 16 13 7 3 16 8 20 7 18 26 1 11 20 5 14 5 30 32 13 30 32 24 37 11 20 18 29 2 25 5 9 48 28 4 23 24 9 30 27 42 13 28 23 15 45 4 39 64
37 1 1 1 2 5 5 7 6 8 6 11 5 5 14 11 11 16 16 6 7 10 18 23 14 14 24 9 5 17 17 4 27 26 17 5 12
90 1 2 3 2 5 2 7 4 1 3 1 9 1 1 5 8 4 10 5 11 10 10 13 7 17 25 7 9 13 11 5 6 26 7 16 15 14 32 8 32 37 9 17 37 38 3 45 8 10 32 16 9 36 32 40 1 17 2 30 26 58 53 40 39 49 42 21 2 62 14 58 58 57 20 16 49 9 6 20 5 42 57 8 44 61 56 52 48 58
100 1 1 2 4 5 5 1 2 6 1 9 8 11 5 1 4 1 15 6 15 11 20 8 3 7 2 21 18 9 1 8 12 3 7 33 20 1 27 19 34 7 35 21 25 36 1 42 26 20 48 44 34 49 22 14 53 55 15 56 40 61 38 23 25 4 61 5 8 25 27 32 66 54 11 50 76 11 60 73 62 71 73 61 39 46 69 70 18 42 14 75 51 20 56 20 96 25 2 15
2 1
30 1 2 3 1 5 6 4 2 3 10 5 10 6 2 6 4 15 1 19 17 21 21 9 9 11 6 9 8 18
18 1 2 2 3 3 6 1 5 7 2 1 9 2 8 6 15 6
26 1 1 1 1 5 1 6 6 8 9 3 2 10 3 4 10 2 5 2 12 20 15 13 5 12
51 1 1 1 4 2 6 4 4 8 9 5 11 7 3 12 14 7 3 18 12 6 12 20 17 13 1 13 11 9 10 26 13 27 5 27 21 37 14 12 24 13 28 14 3 45 20 46 43 37 43
8 1 1 2 2 2 1 1
37 1 1 3 4 4 6 5 4 3 7 2 1 2 8 13 7 3 15 9 6 11 21 16 1 3 12 25 3 4 24 3 21 18 13 26 34
95 1 2 1 2 5 3 5 8 7 6 8 12 7 6 13 3 1 11 5 11 8 18 18 22 14 10 7 11 16 3 23 9 8 2 31 14 30 17 33 7 5 18 39 42 19 40 8 48 24 14 34 31 19 23 13 53 26 58 11 28 57 8 16 6 23 11 46 38 48 53 51 37 49 14 52 32 16 11 24 21 58 26 21 25 33 56 21 73 50 48 45 72 55 75
43 1 1 2 1 2 5 7 4 1 8 2 7 7 2 9 4 13 10 2 11 15 21 16 4 4 12 11 15 22 25 26 28 12 6 31 5 35 7 31 2 4 5
78 1 1 1 1 1 5 5 8 8 10 10 3 2 11 4 9 9 7 5 7 18 19 16 23 14 24 21 7 21 19 14 21 26 25 15 11 13 18 28 18 3 24 19 27 33 22 15 12 6 13 43 9 7 18 39 45 40 36 54 25 39 7 19 60 61 2 1 7 14 40 60 34 45 1 8 33 26
30 1 2 3 1 5 5 5 8 7 8 9 8 5 7 14 15 2 18 3 6 6 15 11 1 18 19 7 24 9
74 1 1 2 2 5 3 7 1 7 3 1 8 8 4 5 6 3 13 6 17 12 22 5 3 17 6 3 6 11 22 28 4 2 15 9 1 11 20 11 16 6 22 12 12 28 46 30 37 6 33 11 23 18 1 6 32 18 36 10 41 59 59 28 16 43 19 39 47 27 22 71 5 15
11 1 1 3 1 3 4 7 5 6 7
39 1 2 1 4 3 4 4 6 4 9 8 7 2 8 7 6 14 8 4 20 15 5 10 21 12 20 1 24 22 14 7 9 5 24 34 11 32 13
5 1 2 2 2
28 1 2 2 1 5 2 7 5 9 9 5 5 9 4 11 14 8 3 15 13 8 22 9 16 24 6 15
52 1 2 2 2 3 6 7 7 5 5 7 11 13 11 6 12 9 15 14 12 16 10 12 6 3 24 17 25 3 6 9 12 6 27 4 14 30 26 37 7 39 41 34 38 3 43 36 41 19 4 50
70 1 2 3 2 3 1 6 2 1 10 3 11 1 3 9 8 16 2 19 1 19 11 5 6 19 19 15 2 3 29 6 10 32 28 28 1 20 33 16 40 11 2 41 1 2 18 30 2 19 21 15 4 15 28 38 35 24 53 33 33 16 25 16 43 40 62 65 50 59
78 1 1 1 1 2 1 4 3 6 4 5 4 7 10 1 12 4 10 11 1 14 20 18 23 16 18 20 19 12 18 28 21 22 3 31 34 27 3 35 19 11 27 28 8 32 15 33 1 9 9 50 17 40 39 28 50 51 31 30 9 29 5 16 13 64 39 40 54 22 18 49 12 47 4 70 5 9
27 1 2 2 4 3 1 6 2 3 5 11 11 5 2 3 14 2 2 3 12 7 6 8 9 5 7
33 1 2 3 3 3 1 7 4 5 10 6 12 6 9 5 4 10 2 15 15 17 20 21 5 10 17 7 12 7 16 29 4
87 1 2 1 4 2 3 4 6 8 7 10 8 7 7 13 4 2 5 7 1 4 1 14 23 5 8 7 20 27 16 3 29 22 3 32 1 4 13 13 40 35 7 26 39 14 46 20 44 8 15 37 50 48 3 6 30 8 43 33 7 59 26 40 58 54 7 32 27 52 57 63 22 73 54 65 20 39 59 70 71 81 30 24 38 55 7
71 1 2 2 2 5 2 7 8 4 6 1 3 6 11 15 11 13 16 14 15 16 21 12 19 22 3 25 19 26 9 26 3 23 9 17 31 14 25 39 32 6 6 7 30 6 1 5 28 3 40 38 46 14 24 20 29 7 8 23 38 11 40 49 28 53 49 56 60 4 56
94 1 2 3 1 1 6 7 2 5 8 7 8 13 8 3 12 4 15 4 10 21 5 4 23 21 6 17 27 27 23 13 28 19 33 23 7 7 35 24 28 32 19 21 28 12 16 24 32 24 21 27 40 32 34 35 37 16 11 41 18 21 42 40 16 9 58 66 12 42 47 71 33 19 37 4 7 68 76 29 45 45 56 29 65 84 49 65 31 2 40 35 54 32
77 1 1 2 3 1 6 3 6 3 7 6 10 1 3 5 8 2 12 17 10 11 22 1 19 8 8 18 19 22 26 26 19 15 20 34 11 22 38 27 2 37 3 9 24 39 4 15 38 10 25 31 47 28 22 55 13 39 21 13 57 15 52 42 14 59 63 24 67 18 38 25 21 35 66 64 61
9 1 2 1 3 2 2 5 4
54 1 1 2 1 5 1 7 7 6 5 2 8 3 4 6 11 14 17 3 16 12 15 20 10 7 25 3 2 2 30 20 22 7 29 8 23 2 11 24 4 22 12 4 7 4 13 29 35 12 40 2 17 46
55 1 1 3 3 3 5 1 4 7 2 5 5 13 7 5 10 17 15 2 19 2 20 11 12 23 7 14 19 15 13 4 23 4 30 27 29 4 22 15 10 18 39 28 19 44 1 6 19 22 46 25 3 20 15
75 1 2 3 2 2 2 3 8 6 9 11 4 7 4 2 4 10 17 9 4 15 12 21 7 18 22 15 22 12 22 23 18 22 23 2 30 16 22 26 1 13 40 18 23 3 44 37 35 5 8 34 39 24 38 47 8 48 14 9 52 51 44 19 29 12 32 11 11 55 63 65 19 23 59
58 1 1 3 3 1 1 5 6 7 3 3 7 4 12 6 12 14 10 6 4 19 10 14 10 21 2 19 15 13 19 11 30 23 24 29 15 29 31 31 23 10 29 15 38 7 27 28 19 22 5 15 36 16 2 34 8 24
26 1 2 1 2 1 1 2 7 4 5 8 6 1 10 5 10 3 14 2 12 1 3 22 4 22
76 1 2 2 1 1 5 7 4 1 6 10 9 10 7 2 2 5 5 18 10 7 13 19 7 11 4 21 25 19 18 17 30 18 19 25 18 21 32 4 40 9 37 12 32 20 10 3 2 21 3 47 47 3 53 18 27 33 30 33 60 24 40 23 21 60 49 65 16 45 2 37 1 17 11 45
47 1 1 1 2 3 6 5 8 3 2 11 4 3 2 9 6 3 13 15 10 10 15 21 3 8 17 14 17 7 15 26 24 14 6 31 20 23 2 28 35 29 33 26 15 20 8
47 1 1 3 3 2 2 4 3 1 1 6 11 4 2 10 2 1 13 18 15 11 19 7 20 16 8 9 16 5 17 21 13 9 31 19 10 19 10 22 18 1 5 36 23 24 9
55 1 1 1 3 3 2 4 6 3 5 5 12 10 9 10 14 2 2 11 3 21 20 20 7 24 9 19 23 11 3 1 20 7 24 25 9 36 16 34 16 8 18 14 38 29 38 21 8 19 49 47 15 21 10
13 1 2 3 3 1 6 1 1 7 6 9 11
4 1 1 1
38 1 1 1 1 4 5 3 3 9 3 8 3 5 7 11 4 2 11 7 5 21 5 12 7 25 8 10 23 9 26 13 24 22 20 3 16 4
71 1 2 3 4 1 2 1 7 9 1 1 12 10 10 14 10 16 17 13 10 14 12 4 13 17 22 23 3 10 30 17 17 23 2 22 23 29 38 25 26 1 15 22 12 2 11 38 22 31 6 28 16 37 10 19 43 45 17 44 29 48 8 8 43 13 8 1 12 25 62
36 1 2 3 2 5 3 5 5 8 6 7 3 2 1 8 13 12 6 6 13 1 6 21 10 19 24 18 28 1 15 24 27 27 20 11
7 1 1 3 3 3 4
93 1 1 1 4 3 1 5 2 4 10 6 1 5 14 3 3 1 17 15 17 5 7 19 15 3 8 17 28 21 25 28 18 20 13 18 9 3 25 34 7 40 24 33 22 40 28 24 4 29 35 36 47 26 32 4 32 16 32 54 48 22 4 32 42 51 6 11 24 20 66 48 52 6 71 11 33 9 19 71 54 12 62 31 13 3 48 47 10 32 69 54 51
91 1 2 1 3 4 5 2 4 8 7 11 6 2 5 13 11 10 7 18 6 18 10 10 5 8 25 16 9 18 30 28 9 4 15 26 7 25 13 18 40 5 1 12 2 28 22 30 43 39 48 9 3 43 36 50 10 6 48 50 57 8 1 53 25 54 25 15 25 56 27 27 46 64 36 58 21 58 51 53 71 45 39 42 75 23 48 64 37 6 54
28 1 1 1 4 1 6 2 8 8 2 2 3 7 11 13 14 1 4 9 10 5 3 15 4 4 8 4
73 1 1 1 3 1 6 1 1 5 5 6 6 10 8 2 4 6 15 10 16 5 2 8 22 13 8 26 27 14 25 2 11 28 7 13 16 30 29 6 8 22 32 29 36 3 8 14 48 41 15 31 27 35 46 7 4 40 20 53 36 51 49 4 42 49 8 23 30 59 14 24 37
78 1 1 1 4 5 4 4 7 2 5 8 8 10 5 14 15 2 6 3 13 4 13 3 6 20 20 6 7 27 2 15 14 13 34 21 23 26 1 37 17 4 36 15 25 23 36 3 39 12 12 14 33 18 45 14 34 7 16 31 11 50 41 5 58 59 65 37 37 53 18 59 16 22 10 42 56 12
37 1 1 1 1 3 2 3 2 2 2 6 10 10 8 3 15 17 14 2 15 5 2 13 1 21 16 13 6 4 13 16 3 1 7 21 9
42 1 1 3 3 3 1 5 7 7 5 6 3 3 1 12 6 4 3 16 2 10 3 19 8 12 6 26 12 22 29 18 5 19 6 16 25 26 11 37 18 3
89 1 1 3 2 2 2 7 6 1 6 11 6 10 3 2 12 15 17 5 1 8 15 4 10 19 1 24 17 26 17 11 24 10 25 10 6 31 36 30 40 5 10 30 6 17 3 34 36 3 12 37 34 4 29 17 6 15 57 59 30 33 3 44 41 55 17 16 55 50 26 12 54 62 59 61 48 56 47 4 79 28 10 66 70 23 47 4 30
72 1 2 2 1 3 2 2 1 1 4 7 1 2 8 3 13 14 5 4 18 6 11 8 2 16 14 1 19 17 7 18 25 24 34 11 36 30 37 33 1 40 36 21 5 25 3 19 38 12 10 41 40 4 3 6 52 45 19 40 16 55 26 17 6 9 21 9 7 5 65 54
68 1 1 2 3 1 6 7 1 6 6 6 2 4 4 6 6 7 13 4 12 12 18 17 21 4 22 11 14 12 15 19 22 25 15 14 25 3 28 34 24 24 12 30 36 3 33 43 30 20 19 23 44 47 2 9 44 51 57 38 28 36 38 10 54 34 44 16
93 1 2 3 3 2 1 7 4 7 8 7 12 2 6 14 6 12 4 9 4 3 5 7 7 21 17 2 17 11 22 23 32 17 34 10 1 18 1 38 37 34 37 6 32 7 41 32 16 36 29 15 9 50 44 43 32 12 52 11 2 18 15 39 10 53 29 21 28 46 46 9 70 53 26 19 26 33 11 56 4 54 40 35 4 52 69 30 1 73 5 42 75
26 1 2 1 2 4 4 4 1 3 3 1 10 1 13 1 3 6 5 19 6 17 4 1 24 18
65 1 1 1 3 5 5 1 5 8 2 1 11 5 12 9 1 14 10 5 14 2 12 18 18 3 4 6 25 8 19 19 30 13 2 33 25 9 30 5 2 30 31 26 1 36 12 30 24 16 24 20 51 42 6 45 27 10 22 28 37 35 28 52 61
7 1 1 2 1 5 1
61 1 2 3 4 5 6 7 4 9 4 1 1 2 1 6 6 17 10 9 8 19 21 4 3 8 22 19 21 11 24 12 21 32 11 30 32 5 16 19 14 30 40 38 42 13 4 13 46 15 36 26 32 36 37 23 16 56 19 59 1
93 1 1 1 2 2 6 3 7 3 8 6 12 1 6 13 5 3 3 4 14 20 20 5 10 3 5 9 13 2 14 23 13 24 20 30 10 12 21 22 23 9 18 27 28 11 26 23 14 7 39 41 2 6 30 53 32 4 47 49 48 15 8 53 6 43 6 67 64 21 52 43 48 68 2 6 55 59 19 75 6 25 40 79 7 15 79 30 19 37 75 56 64
46 1 2 3 2 5 2 7 5 7 10 8 2 9 14 10 15 8 16 12 15 6 4 5 13 17 11 24 18 25 15 28 20 26 19 34 16 30 31 13 33 13 3 31 35 23
15 1 2 3 1 3 1 6 7 6 2 6 9 5 14
82 1 1 1 1 1 1 7 3 3 5 7 2 4 9 6 1 12 1 8 5 11 1 14 23 15 26 21 16 24 14 31 6 31 28 14 10 4 34 27 32 36 27 20 29 30 13 33 5 28 38 1 47 5 54 43 46 52 56 48 18 57 31 48 61 63 34 18 45 33 70 49 64 2 50 20 24 70 29 20 13 25
52 1 2 3 2 2 4 4 7 2 8 9 3 10 14 4 3 6 2 9 14 17 17 13 23 19 2 8 22 24 9 16 23 11 23 15 36 36 22 17 10 37 9 16 1 21 12 26 4 4 45 49
32 1 1 2 3 1 4 3 8 5 1 5 10 5 3 8 8 14 18 1 5 13 7 1 16 23 23 24 7 29 8 18
34 1 2 2 4 2 4 5 2 5 8 8 5 4 12 6 11 2 2 14 16 21 16 4 18 6 10 4 21 5 13 11 11 2
57 1 1 2 2 1 4 3 8 5 2 7 6 7 12 15 11 17 8 13 2 20 3 5 8 20 26 18 10 13 2 8 25 12 4 30 15 17 5 24 17 5 7 16 1 3 43 7 14 18 21 42 35 18 7 16 51
98 1 2 1 1 2 2 3 5 7 8 3 3 8 12 8 13 4 1 3 15 10 3 3 20 5 9 7 15 29 21 20 1 21 9 8 32 34 8 14 2 39 42 8 32 44 31 39 2 32 4 28 3 39 51 39 12 15 26 37 8 57 44 5 35 43 32 34 57 66 31 50 32 53 36 68 9 68 57 62 15 27 69 25 72 30 17 34 65 13 72 74 11 69 80 55 11 51
99 1 2 3 2 2 2 2 3 9 6 1 2 4 4 15 11 5 16 18 17 16 5 18 4 5 9 14 20 18 30 14 10 8 14 11 25 27 38 19 38 12 19 28 14 30 13 34 32 5 14 29 35 36 17 14 10 4 16 50 18 39 14 50 18 40 17 42 31 42 58 44 36 39 51 9 20 77 78 62 38 59 21 63 1 35 54 77 53 16 38 49 62 31 49 25 45 62 27
7 1 2 3 4 4 4
27 1 2 3 3 3 2 1 3 3 5 9 6 7 10 2 3 14 2 8 1 1 1 14 3 20 2
82 1 1 3 1 4 2 1 2 4 3 8 4 2 5 8 5 4 11 9 12 14 22 23 16 15 15 6 28 5 25 23 10 8 9 9 7 28 14 28 39 4 22 28 20 35 25 1 16 34 49 21 19 13 21 29 51 31 56 43 40 21 4 28 3 4 29 26 38 10 19 54 40 7 22 65 60 39 25 75 27 57
33 1 1 3 4 5 3 1 6 5 4 4 5 13 7 7 14 1 10 9 20 9 9 19 24 15 14 19 25 14 29 10 27
76 1 1 1 1 1 1 1 5 9 7 6 12 12 12 8 10 9 11 16 15 18 22 3 6 4 22 26 18 9 18 8 3 13 23 8 5 19 8 39 15 32 20 19 36 22 34 19 12 8 15 18 6 22 48 37 52 5 36 10 31 6 4 62 53 44 44 60 32 63 49 48 71 50 39 54
68 1 2 2 4 3 1 6 8 3 2 3 8 11 10 1 10 13 16 17 10 18 9 16 19 24 17 24 13 13 15 26 20 31 22 13 21 20 11 2 12 17 2 16 40 26 8 44 6 5 2 18 38 46 24 21 23 44 53 58 48 60 56 14 36 45 40 31
29 1 1 1 1 3 6 7 5 8 5 6 1 5 3 2 14 2 8 8 5 16 14 3 17 19 8 20 13
91 1 1 3 4 5 3 5 5 2 7 11 2 6 7 10 9 13 4 8 11 16 9 9 18 13 3 22 23 17 12 17 29 29 29 7 7 24 13 10 17 22 40 25 23 44 42 21 41 43 12 2 10 28 8 55 26 15 28 34 47 8 7 28 45 28 7 1 53 29 33 25 23 27 21 61 1 12 54 6 14 71 33 2 52 49 75 49 2 45 84
53 1 2 2 1 5 3 3 1 4 4 8 12 13 13 5 3 12 13 9 17 11 20 15 19 21 1 23 25 15 19 1 31 11 9 20 30 16 7 21 20 41 24 41 41 33 37 22 12 4 11 21 40
54 1 1 3 3 1 1 5 8 5 1 11 8 12 14 2 11 8 5 16 1 7 15 3 2 21 17 6 27 4 18 14 19 32 16 27 18 29 13 35 40 4 30 36 16 23 9 35 35 7 6 38 8 46
98 1 1 1 2 1 1 1 6 1 9 10 8 7 2 14 8 7 4 14 3 11 13 13 8 11 12 8 11 12 18 15 19 11 22 24 17 31 5 17 35 32 30 15 11 21 13 18 23 38 4 49 31 48 20 21 40 20 9 14 51 61 33 13 62 50 10 23 10 32 1 58 2 48 72 24 60 42 57 11 57 1 82 51 62 9 61 85 41 61 29 81 14 48 89 78 52 19
63 1 2 2 3 4 5 3 8 1 7 4 5 5 14 2 10 5 11 9 4 13 8 11 16 20 8 15 17 8 10 9 22 10 7 23 23 31 20 8 39 4 34 29 37 17 37 46 3 15 29 46 19 50 6 1 14 14 15 54 58 23 38
83 1 1 3 2 4 6 3 6 8 5 5 4 4 9 8 8 16 5 13 3 2 12 6 8 7 21 23 21 19 10 3 8 31 9 20 35 5 10 37 20 16 29 36 27 30 44 37 45 38 26 2 8 12 37 15 2 19 17 24 16 58 11 34 11 12 50 27 56 56 51 61 28 68 12 42 52 66 3 31 61 40 58
8 1 2 1 1 2 3 6
44 1 2 1 2 5 4 2 3 2 10 3 11 12 9 4 14 7 18 15 9 2 8 22 12 5 4 2 18 16 6 1 32 3 34 4 1 13 25 29 14 38 14 27
65 1 2 1 1 3 2 2 2 4 6 6 7 12 10 14 16 16 4 5 15 6 10 1 20 25 25 13 1 19 11 2 19 21 34 22 23 7 6 30 26 20 12 38 44 15 17 7 23 41 36 29 47 34 2 38 39 17 50 29 47 53 9 23 57
52 1 1 1 1 4 4 6 3 4 2 1 12 5 12 3 3 15 6 3 5 12 1 22 19 4 14 7 26 2 11 22 10 22 17 24 21 15 27 17 13 37 32 32 11 15 2 41 28 12 27 2
20 1 2 2 4 1 6 5 3 3 6 4 9 7 2 9 1 15 16 18
43 1 1 3 2 5 2 5 7 8 9 7 3 5 14 3 9 16 16 5 15 13 14 15 19 18 20 27 20 27 9 19 29 16 20 7 15 16 22 19 36 23 23
70 1 2 3 3 4 5 2 7 2 2 11 8 3 9 10 2 2 9 19 13 11 14 11 24 9 3 17 27 1 4 16 4 4 32 27 31 3 8 36 25 16 30 14 34 39 45 45 9 18 36 46 41 48 14 17 28 40 41 41 38 42 53 10 50 57 29 31 3 63
49 1 2 2 3 1 5 7 8 9 10 4 4 13 7 11 3 7 6 3 15 5 21 8 20 24 4 21 8 12 17 15 31 5 31 20 25 31 34 23 9 6 18 10 13 28 42 1 40
35 1 1 1 3 3 1 4 3 3 7 3 11 1 2 12 11 7 11 6 1 1 3 22 14 3 19 23 28 23 19 8 27 22 12
80 1 1 1 3 5 6 7 8 6 2 8 3 8 2 8 13 4 5 18 12 20 6 21 14 24 14 25 20 9 23 13 32 8 32 31 11 22 28 39 39 30 14 9 36 3 38 45 39 33 40 8 47 26 48 11 39 16 10 49 30 28 62 63 48 24 59 36 25 4 8 63 66 56 3 65 37 57 53 15
71 1 2 2 1 1 1 4 5 1 4 1 11 13 2 13 9 7 1 15 17 15 10 23 22 23 15 15 13 1 15 16 9 11 7 4 5 27 23 37 2 36 25 43 16 3 14 10 29 27 11 35 6 44 24 4 15 15 54 33 57 41 7 7 63 31 3 53 10 65 68
57 1 1 2 1 3 4 4 5 4 1 9 11 1 3 15 7 5 5 6 16 7 1 4 9 14 20 5 7 8 18 9 15 25 5 9 19 18 20 23 17 35 13 24 12 11 18 15 25 39 20 30 14 7 35 38 20
65 1 2 1 1 5 6 6 1 1 7 11 6 3 10 6 14 7 3 13 10 12 12 8 12 15 12 8 20 23 18 17 12 25 8 9 32 13 7 14 28 6 33 17 21 38 42 35 19 9 18 26 19 15 48 55 28 42 46 49 43 48 59 51 59
74 1 1 1 4 4 4 4 8 4 5 2 10 10 11 12 9 4 15 13 16 14 18 12 9 22 20 21 8 27 2 21 11 15 30 14 8 2 4 5 31 36 13 14 25 1 22 13 16 43 42 37 1 40 34 25 54 55 35 37 1 39 19 24 15 10 7 7 22 14 50 60 36 52
11 1 2 3 2 2 3 3 1 7 4
16 1 2 2 2 1 1 3 5 4 3 5 6 7 3 13
82 1 1 3 1 3 1 2 2 2 6 10 7 9 7 9 9 17 12 1 11 17 18 6 21 15 21 4 27 16 25 13 2 15 16 29 1 30 24 24 32 17 38 3 27 6 3 39 27 40 42 50 48 14 53 18 51 24 14 56 19 30 51 54 13 39 51 46 47 39 25 28 24 25 58 38 66 3 64 21 54 54
50 1 2 2 4 2 6 1 3 4 4 7 2 10 6 10 10 13 16 9 2 13 6 11 4 20 6 26 12 3 18 8 3 7 22 8 13 25 38 37 13 32 18 25 31 23 31 22 21 18
41 1 1 2 2 5 3 6 7 4 6 9 9 7 9 8 9 4 6 19 3 17 7 15 23 11 18 27 14 2 1 27 12 13 24 27 19 6 8 14 21
37 1 2 3 1 4 4 5 1 3 5 10 5 12 7 10 5 15 16 2 14 15 6 20 7 9 24 18 25 8 8 21 27 4 23 25 9
49 1 1 1 4 1 4 1 1 4 7 11 6 7 4 13 6 8 11 5 10 2 9 16 5 17 9 16 19 2 17 13 23 24 10 21 33 25 4 27 7 28 6 9 31 10 36 23 33
22 1 2 2 2 2 5 4 2 4 3 3 8 13 13 5 3 12 1 12 8 11
69 1 1 3 3 5 5 2 8 3 3 1 12 11 9 13 5 12 2 2 6 4 12 20 18 11 1 16 3 25 7 6 6 17 31 8 21 10 30 7 6 5 4 25 40 20 16 7 26 37 16 40 51 41 27 45 10 11 23 4 4 48 5 27 35 54 51 26 33
16 1 1 3 2 5 4 3 2 2 9 10 10 1 13 14
17 1 1 3 2 5 6 3 4 4 9 4 5 13 1 8 6
13 1 2 2 2 5 3 1 6 4 7 8 5
91 1 2 2 3 2 6 2 8 6 6 2 6 3 13 4 9 11 8 19 15 21 18 13 14 21 26 26 15 22 11 19 8 9 6 24 35 12 12 25 39 35 32 31 30 41 39 46 41 45 45 7 16 42 7 15 39 36 25 44 46 22 39 56 49 57 3 56 15 43 52 64 24 37 62 18 58 44 31 44 79 57 14 71 23 34 5 40 51 47 86
59 1 2 3 1 1 1 2 5 9 3 7 2 5 1 9 3 13 10 8 18 6 19 14 15 7 14 24 28 15 8 13 18 4 31 20 6 16 26 5 37 2 9 23 22 11 25 23 28 36 42 23 40 47 14 37 47 9 55
52 1 2 1 4 5 1 2 3 9 7 8 6 4 11 6 12 17 7 10 17 16 22 7 22 12 7 20 24 12 28 26 32 26 3 14 10 10 18 33 19 11 19 25 31 32 19 18 40 23 50 46
3 1 2
93 1 2 1 4 4 4 1 7 9 4 11 11 4 3 1 15 3 7 14 20 18 8 9 24 5 9 23 20 9 16 21 14 13 32 7 35 6 23 20 9 3 31 1 11 41 25 6 9 42 9 45 36 4 37 39 31 25 32 33 10 13 31 42 34 33 14 7 52 58 1 52 62 72 43 66 48 61 17 18 35 55 11 29 22 54 69 63 36 63 38 36 7
23 1 2 2 4 2 4 5 8 3 9 11 2 11 10 12 5 16 6 10 18 18 4
97 1 1 3 2 5 3 2 1 6 10 3 12 6 4 15 2 11 16 15 10 15 3 19 22 24 23 26 12 12 8 6 1 3 17 33 20 24 24 13 6 3 27 16 2 23 34 27 4 4 47 7 44 36 19 17 9 36 10 40 55 57 49 25 59 24 52 18 63 48 44 64 14 45 45 71 40 6 78 51 23 28 14 63 30 38 69 80 57 59 3 46 21 86 18 92 86
26 1 2 1 2 1 1 6 7 1 5 7 5 6 9 3 14 13 8 3 10 10 17 17 6 22
