1000 1000
96 1 2 3 3 5 5 7 5 1 6 6 9 7 8 2 14 3 9 4 2 20 4 4 23 14 5 8 4 10 8 8 16 29 8 19 32 11 38 24 27 28 17 43 29 4 22 26 31 21 29 18 28 44 33 34 51 5 53 16 59 34 15 16 63 3 22 22 33 45 60 31 63 65 45 25 28 29 9 45 65 1 78 77 72 26 21 40 35 65 33 26 39 5 56 77
7 1 2 2 2 4 4
65 1 1 1 1 5 1 4 6 8 5 2 2 13 12 6 7 15 5 14 8 11 15 16 15 3 6 19 4 10 4 21 14 1 22 13 7 18 29 14 33 31 14 28 15 20 5 14 11 49 37 47 35 11 31 2 7 22 23 56 21 11 59 12 7
21 1 2 3 2 5 2 6 4 9 4 11 11 10 8 14 7 15 15 13 1
87 1 1 2 4 1 1 3 4 1 5 8 4 1 13 10 9 15 14 14 8 13 15 9 6 16 6 8 20 24 24 22 32 12 23 25 25 29 13 25 15 21 5 34 29 2 30 44 32 37 29 36 40 35 37 24 12 3 4 2 14 45 22 21 64 40 8 25 30 43 33 50 7 72 15 68 54 27 60 2 63 46 21 37 73 11 73
64 1 1 3 4 5 6 4 5 8 8 2 12 2 11 13 8 11 18 8 19 11 20 21 4 4 3 8 3 1 28 21 4 26 2 11 29 23 4 32 3 38 42 41 12 14 6 34 48 2 3 37 20 35 53 26 3 55 37 11 8 61 47 20
38 1 2 3 2 1 4 7 3 5 3 10 6 3 4 10 7 2 7 6 12 18 7 19 23 4 20 15 16 16 25 26 9 2 27 26 21 11
59 1 2 1 3 5 4 6 8 3 3 10 9 8 1 6 8 11 16 14 14 14 17 23 6 21 9 26 24 13 1 9 13 13 22 3 26 14 15 36 23 34 6 38 28 10 19 6 37 8 13 33 3 24 2 54 40 30 38
82 1 1 2 3 1 3 6 1 3 4 5 1 5 10 8 4 3 12 19 13 12 2 7 3 13 25 6 1 26 7 23 30 3 9 9 25 18 11 13 38 22 10 29 41 24 29 2 6 36 30 16 18 14 22 51 38 4 47 39 6 11 40 61 38 12 45 65 8 33 22 66 64 67 9 12 72 15 57 73 49 15
11 1 1 3 3 2 5 5 1 3 6
50 1 2 2 4 1 5 3 6 9 7 9 4 11 7 12 2 3 5 12 20 16 10 7 3 12 18 2 9 8 16 31 7 23 10 13 26 4 14 26 37 26 16 28 12 9 39 33 40 40
15 1 1 1 4 5 5 6 8 2 5 11 7 2 13
44 1 1 1 4 1 5 4 8 1 6 7 4 5 3 15 3 6 10 7 3 18 10 19 15 8 9 22 23 6 5 22 21 28 2 16 4 1 22 19 19 41 31 30
27 1 2 3 1 3 1 3 8 1 10 2 8 5 9 5 10 9 2 11 17 8 11 20 7 21 3
27 1 2 1 4 2 2 7 1 5 10 9 7 2 10 7 3 10 3 9 1 10 4 18 13 12 19
52 1 2 1 3 3 1 1 3 7 5 9 11 2 4 9 4 13 8 13 1 11 16 9 12 13 8 20 5 25 9 7 8 13 26 29 2 5 35 27 6 20 20 5 6 29 33 11 21 26 2 26
78 1 2 2 3 1 2 2 7 1 6 9 1 10 6 1 5 12 8 12 3 20 22 2 9 21 21 18 14 15 8 16 27 20 13 5 23 18 13 34 7 3 4 42 4 9 2 36 21 39 16 19 52 36 36 27 42 40 10 1 44 28 47 52 57 35 53 10 27 15 36 7 55 9 60 39 61 16
86 1 1 1 4 3 1 1 5 7 4 1 7 3 10 8 3 2 1 10 8 4 20 3 1 4 10 18 5 25 23 22 21 5 25 28 33 16 16 8 18 21 13 31 18 41 42 37 35 46 28 17 31 42 39 52 39 42 57 31 29 21 37 58 60 8 4 14 59 69 3 2 14 54 58 12 69 67 67 49 32 64 51 15 2 1
56 1 1 1 3 5 3 5 7 1 4 8 1 11 3 12 1 14 1 2 3 4 1 21 18 5 25 1 21 5 28 27 20 32 8 20 19 35 34 31 27 9 33 20 28 37 23 41 48 46 11 44 40 29 10 24
74 1 1 2 4 3 1 7 4 7 3 5 3 4 12 8 9 13 2 5 7 10 10 9 15 16 2 1 28 8 6 23 3 9 32 3 30 37 18 23 2 22 9 6 42 37 28 40 30 38 22 46 51 38 30 37 11 8 18 16 33 26 2 43 55 29 63 39 66 66 35 43 10 57
41 1 2 3 2 1 6 7 7 8 9 5 7 1 8 1 9 1 11 8 12 10 18 7 20 8 13 25 13 13 4 19 32 12 4 7 16 10 11 1 17
56 1 2 2 3 4 6 6 7 8 4 11 4 2 5 10 8 2 7 7 16 1 13 18 13 10 14 19 22 1 3 15 11 27 29 33 29 19 8 9 35 34 6 19 8 7 22 19 8 11 35 31 12 23 40 31
19 1 1 3 2 4 1 1 7 9 6 2 4 4 3 1 8 15 1
51 1 1 1 3 5 6 3 6 6 4 3 11 4 12 14 5 12 2 19 1 12 11 4 22 15 21 1 14 24 9 25 5 10 20 35 21 25 17 22 1 37 20 29 6 1 29 28 14 26 39
37 1 2 2 4 4 1 6 5 1 4 5 12 10 14 10 11 17 16 5 4 6 1 13 16 1 10 7 28 5 4 10 12 27 27 28 29
93 1 2 3 2 3 4 2 2 8 7 8 3 4 14 1 15 4 9 3 17 1 8 18 22 15 8 14 28 13 4 25 2 12 5 12 3 32 17 8 19 12 27 11 29 13 13 41 2 30 24 16 43 8 16 31 30 8 18 26 60 22 18 34 57 45 33 66 65 3 27 32 31 6 68 2 48 14 37 49 35 1 44 28 46 58 1 10 1 4 87 20 86
66 1 2 3 2 2 1 6 2 4 7 5 2 10 2 3 16 11 2 16 4 21 2 23 13 3 19 4 7 17 6 13 24 17 14 31 27 10 33 34 19 3 1 21 4 21 37 12 5 1 20 38 11 52 23 43 6 34 47 53 4 49 22 31 46 39
7 1 2 2 1 1 5
53 1 1 1 3 2 4 6 3 2 9 1 10 1 12 1 14 17 13 3 8 5 13 1 3 3 10 5 25 3 25 23 12 9 28 34 18 17 20 8 17 8 11 9 5 28 29 30 31 20 1 19 25
49 1 1 3 4 5 1 1 1 7 8 11 9 7 12 13 7 3 10 5 12 19 1 19 18 15 4 24 3 18 12 14 22 3 23 4 7 24 19 34 32 37 6 33 14 29 19 41 7
60 1 1 2 2 1 5 2 6 8 3 1 9 13 7 14 12 2 2 13 5 15 16 13 10 18 24 7 15 13 5 16 22 30 19 29 13 14 23 24 2 34 26 8 21 7 1 30 28 46 41 40 40 29 21 49 24 14 49 27
55 1 2 1 4 5 1 2 5 6 1 4 10 6 5 8 14 6 9 3 15 2 1 13 4 23 24 20 5 18 9 22 22 11 24 8 16 36 29 10 5 37 24 27 19 7 18 4 33 1 49 33 41 19 9
39 1 2 2 3 5 6 6 3 3 2 2 2 5 5 3 5 13 10 2 10 7 17 9 20 24 26 25 20 23 29 11 13 6 13 22 35 23 19
60 1 1 1 2 1 3 4 6 6 1 5 2 7 10 14 14 13 17 9 3 5 7 2 17 8 16 12 20 6 21 29 12 9 4 9 10 22 22 18 22 37 7 1 25 15 24 46 4 30 12 21 19 3 30 38 14 47 30 34
41 1 2 2 1 3 2 4 2 7 1 2 6 8 1 15 1 14 16 2 3 14 1 12 3 11 17 25 2 28 29 31 25 30 21 16 26 20 12 24 13
61 1 2 1 2 3 2 1 1 9 7 10 11 10 11 4 14 5 10 19 15 21 14 3 4 12 17 26 19 7 29 12 7 29 33 26 15 28 35 34 29 8 8 42 5 17 41 34 15 18 6 44 23 36 38 36 28 17 32 40 41
8 1 2 1 2 5 5 3
39 1 2 1 2 4 1 6 8 4 6 7 5 2 11 13 16 1 1 12 17 19 1 6 22 6 14 26 3 27 16 26 19 20 21 30 29 8 37
94 1 2 1 4 3 5 2 7 6 10 11 4 13 4 14 16 9 18 15 11 12 6 13 11 15 20 15 7 14 22 27 31 24 27 3 5 7 12 25 28 28 5 28 29 18 4 24 14 49 49 25 35 11 51 6 17 20 29 46 41 10 24 4 31 2 47 39 3 48 58 25 47 32 33 24 3 19 60 61 8 14 82 32 47 75 82 71 31 88 15 7 31 46
19 1 2 3 1 1 2 6 7 2 1 2 7 5 8 5 3 1 7
90 1 1 2 3 1 5 3 2 4 2 8 3 13 12 11 12 12 16 13 17 17 13 13 16 22 7 14 12 26 14 9 2 15 24 18 16 32 11 21 3 12 25 20 33 31 41 24 36 23 27 25 32 48 34 28 4 29 34 4 47 3 42 60 33 4 59 25 7 28 7 32 14 38 14 10 47 2 68 16 16 57 22 63 22 30 5 41 41 75
64 1 2 3 3 5 3 6 3 3 8 10 4 7 7 12 5 17 14 13 9 2 19 23 21 9 1 13 2 17 30 26 1 10 18 34 14 36 20 37 18 16 13 28 26 11 1 22 3 46 40 50 42 14 12 8 20 8 15 36 60 55 21 51
66 1 1 2 2 3 4 7 2 5 9 6 6 7 2 2 10 4 18 14 3 11 9 6 17 11 21 2 6 16 21 28 13 11 19 1 34 3 8 14 10 28 18 29 41 21 20 10 25 19 41 25 48 21 53 20 54 53 10 42 58 53 35 42 38 56
53 1 2 3 3 3 5 1 4 8 6 6 1 13 4 6 10 4 7 3 17 21 17 11 20 21 26 26 11 9 25 8 16 3 11 35 19 29 32 28 19 1 29 25 12 40 25 40 16 18 2 47 43
100 1 1 2 4 5 4 6 2 2 10 3 11 6 10 12 10 5 7 12 5 3 21 1 13 7 2 14 18 23 15 1 24 25 19 35 13 20 6 27 21 13 13 4 5 19 8 10 15 9 10 32 19 17 17 27 9 57 11 24 59 50 24 56 62 25 9 50 54 3 52 15 23 66 38 29 65 3 13 26 79 8 30 41 50 8 18 20 35 29 77 38 89 19 77 63 63 32 59 10
37 1 2 1 2 5 6 7 5 4 8 6 10 11 7 15 7 13 16 12 2 9 5 3 5 17 18 2 9 13 15 14 25 22 31 2 7
80 1 1 1 2 4 4 3 8 2 4 11 12 10 2 13 11 7 11 7 16 12 16 20 18 18 17 16 10 10 9 6 20 19 13 33 21 37 20 6 10 31 37 39 26 2 8 40 10 39 2 6 52 41 24 52 43 11 27 19 55 23 4 37 1 3 36 36 12 64 38 4 38 10 4 38 13 23 74 9
4 1 2 2
92 1 1 2 2 3 2 2 7 1 8 10 3 2 9 3 14 11 11 13 18 13 3 21 5 2 12 8 12 14 27 25 13 3 5 19 13 31 38 28 31 30 9 40 31 35 37 37 5 10 35 29 15 24 35 14 7 15 32 42 34 4 20 14 16 26 24 52 29 51 28 53 30 62 6 60 23 69 36 7 69 53 78 61 62 39 59 12 64 40 85 89
45 1 1 2 3 3 1 5 5 3 10 10 7 5 9 2 1 9 2 17 10 14 1 5 22 3 20 9 14 2 18 26 6 20 34 30 19 6 9 36 33 9 15 14 1
31 1 2 2 1 3 6 4 3 7 10 4 3 7 9 12 15 4 2 18 8 6 17 3 19 5 14 23 1 22 20
68 1 1 3 2 4 6 3 4 3 3 4 10 9 3 3 1 7 7 19 20 10 18 1 3 14 9 27 26 18 3 22 25 8 21 7 8 7 17 28 19 1 26 40 34 12 41 45 42 11 17 46 4 47 40 40 21 26 26 25 1 60 51 55 17 17 19 45
82 1 2 1 2 4 5 6 6 5 1 9 4 11 3 11 15 10 7 5 3 17 22 18 21 2 18 1 27 20 10 15 8 14 20 32 35 4 30 29 6 36 21 31 35 3 13 9 30 37 18 5 9 35 41 34 46 31 37 59 46 34 62 24 27 60 7 44 22 15 22 28 51 30 1 31 50 16 68 61 46 75
18 1 1 3 4 4 6 2 8 8 7 8 10 10 14 2 13 17
83 1 2 2 3 5 5 1 8 7 4 7 2 1 5 4 15 14 6 5 3 6 21 14 14 7 19 3 12 19 5 26 3 15 8 6 14 4 26 32 3 20 21 22 33 39 4 28 10 46 19 41 23 35 49 2 53 24 8 12 6 43 32 12 40 53 24 57 58 10 27 69 19 55 28 41 24 67 12 5 48 9 50
56 1 1 1 2 3 5 3 2 7 9 4 1 6 11 3 13 12 17 9 9 20 12 5 3 18 12 19 10 25 10 18 14 13 33 4 21 26 19 28 15 2 24 18 26 2 8 29 6 47 50 42 19 53 52 13
16 1 2 2 4 1 6 2 2 1 6 3 7 12 5 15
86 1 1 2 4 3 3 3 2 5 5 11 12 7 2 12 4 11 17 19 7 7 22 10 7 25 19 14 6 15 12 7 7 1 3 23 21 33 8 3 16 3 15 31 28 21 24 6 12 25 41 11 32 21 7 49 51 10 46 43 58 41 22 44 23 4 48 63 49 59 55 50 72 30 24 22 38 39 58 39 70 67 52 3 36 78
24 1 1 2 4 5 6 5 5 7 7 9 2 8 14 6 12 15 7 2 18 8 6 8
43 1 1 1 1 3 3 1 2 6 6 3 12 2 9 9 14 13 17 15 7 2 20 10 6 25 19 11 22 8 17 19 23 3 21 33 29 19 35 24 16 40 2
58 1 1 2 2 4 1 4 5 4 5 9 3 1 6 7 3 15 8 14 9 1 21 22 17 17 8 4 24 7 9 3 11 1 24 18 16 6 27 29 4 28 28 23 7 42 8 45 9 36 35 19 8 19 10 17 28 33
73 1 2 1 2 1 5 7 3 2 6 2 3 5 9 10 16 9 6 16 2 21 14 21 23 12 2 27 19 20 23 25 32 10 2 10 30 18 32 38 34 37 18 27 2 33 37 44 41 17 31 34 24 49 11 31 31 43 3 59 21 27 3 9 10 16 41 12 22 58 2 17 53
44 1 2 1 4 3 3 7 2 9 5 3 2 8 3 5 13 1 16 6 5 13 4 12 7 7 3 14 10 14 29 22 18 30 32 1 16 4 16 27 36 34 23 40
20 1 1 1 4 2 5 6 6 3 8 10 7 4 6 10 11 17 14 17
10 1 1 3 2 4 2 1 5 3
34 1 1 2 3 2 4 7 1 5 4 11 7 13 9 13 2 2 5 19 7 17 19 4 23 6 25 21 18 15 8 5 18 11
6 1 1 1 3 2
10 1 1 2 2 2 6 5 1 2
70 1 1 3 3 4 4 4 3 2 4 9 11 7 1 10 7 6 4 14 19 1 12 7 16 23 22 7 22 12 3 3 15 32 16 4 29 7 14 10 1 36 24 32 26 33 5 42 20 41 10 14 46 12 20 54 48 51 43 5 44 47 9 58 16 60 26 7 7 69
87 1 2 3 1 1 2 6 1 3 7 1 3 4 12 6 13 4 7 13 18 18 13 6 16 1 12 20 2 15 28 7 25 16 29 11 9 1 13 16 26 35 7 24 30 12 42 24 1 15 27 33 31 15 8 37 30 31 9 59 4 51 1 31 35 50 9 31 47 13 57 44 65 70 8 40 23 69 30 46 48 23 74 59 84 18 10
15 1 2 2 1 2 6 6 1 8 2 2 8 8 2
21 1 2 3 4 5 4 1 7 6 2 4 2 1 12 4 1 2 15 9 2
61 1 1 2 4 3 4 1 3 2 8 7 10 10 11 13 5 6 4 19 16 20 22 3 17 22 25 13 16 15 11 1 31 19 17 28 14 13 22 32 34 19 36 18 35 37 39 38 27 47 6 49 39 34 1 11 44 46 32 28 50
75 1 2 3 2 5 3 1 6 6 10 4 9 4 6 6 9 1 6 14 16 8 3 12 1 10 16 27 8 18 14 14 22 3 28 22 1 19 27 35 9 36 3 13 21 40 20 46 33 16 12 7 40 38 22 33 35 2 54 12 8 59 57 6 51 17 30 1 56 49 33 64 35 72 46
53 1 2 2 1 3 3 7 4 3 4 3 10 1 2 5 9 6 3 5 16 6 7 23 3 12 3 13 17 15 27 27 13 23 30 7 17 15 31 33 18 22 34 14 14 10 1 3 20 21 21 28 24
98 1 1 1 2 1 5 1 7 1 4 1 9 7 12 8 5 14 12 6 10 4 1 9 10 5 5 17 9 21 14 11 14 26 4 23 8 25 24 26 37 15 37 34 13 13 40 34 22 6 31 27 22 19 42 26 10 11 40 53 41 56 17 6 57 9 58 15 8 6 5 57 33 42 25 75 18 6 56 75 43 68 46 54 81 75 35 43 71 69 8 12 43 75 38 15 71 57
10 1 2 3 2 4 5 1 7 6
8 1 1 3 4 2 6 3
45 1 2 2 4 1 6 1 6 2 4 5 11 8 2 1 15 12 16 12 8 19 12 16 10 20 25 13 10 2 24 17 10 5 13 12 19 36 38 38 3 10 27 42 35
93 1 2 1 3 5 4 2 5 1 3 4 5 1 2 1 1 13 4 18 19 5 2 13 8 12 9 20 4 19 25 23 22 25 5 30 9 2 15 37 17 12 36 39 40 43 26 15 13 33 5 10 34 46 11 7 10 26 5 56 22 17 8 36 55 12 3 9 29 60 60 22 23 33 51 21 15 6 30 39 7 56 78 54 54 35 16 79 40 74 49 68 13
31 1 1 2 1 4 3 2 1 3 3 9 6 13 2 12 13 4 3 12 7 14 2 23 13 24 2 14 17 11 26
87 1 1 3 3 5 6 6 3 9 4 8 2 9 4 7 3 17 11 4 19 18 21 18 10 17 19 23 15 26 11 31 16 3 30 15 2 2 14 9 12 20 24 6 8 37 37 4 5 4 12 39 25 49 40 40 55 19 47 3 60 7 42 2 42 43 17 24 27 42 34 39 24 70 15 34 67 35 43 58 58 40 61 53 4 41 84
30 1 1 2 4 2 4 2 4 4 5 9 10 10 14 8 9 1 1 19 4 4 2 21 13 8 5 10 28 24
92 1 2 3 4 3 2 2 3 9 9 9 9 9 12 12 4 3 15 11 3 18 12 11 19 7 20 9 22 15 23 23 18 5 20 34 34 20 22 6 28 34 42 38 34 10 4 10 11 37 47 45 34 32 1 46 7 3 22 57 52 21 6 38 40 20 66 66 1 45 55 60 3 21 39 54 43 5 54 28 17 9 38 20 64 10 1 48 33 64 70 22
37 1 1 1 4 3 4 6 4 5 7 10 6 7 7 13 7 11 8 4 15 18 9 8 3 12 6 15 13 15 15 6 16 29 24 22 9
55 1 2 3 4 4 1 3 7 6 8 10 2 13 12 5 2 1 3 14 10 12 8 17 11 17 26 14 6 8 17 13 21 9 12 31 12 22 34 31 6 11 26 39 1 38 3 11 37 23 41 4 45 35 4
17 1 2 1 2 4 5 4 1 1 3 11 3 11 6 4 9
43 1 2 1 1 1 2 4 2 1 2 7 1 11 6 15 16 16 10 13 11 5 22 2 8 10 8 17 2 8 5 19 22 20 21 4 11 28 15 3 35 31 27
54 1 2 1 2 4 6 3 8 4 3 1 4 13 14 5 15 10 9 18 13 10 1 12 16 6 17 24 2 5 29 7 20 5 5 25 11 4 6 13 13 20 7 20 42 6 23 21 24 6 26 29 21 5
44 1 2 2 1 3 1 4 1 6 7 4 1 6 12 13 13 13 9 10 20 21 16 19 3 17 2 3 22 19 29 30 23 14 24 4 20 10 18 23 22 9 27 8
48 1 2 1 1 2 1 2 5 6 9 2 1 1 10 3 13 10 5 4 10 5 4 18 6 19 6 18 11 9 7 27 22 11 18 2 10 29 7 4 8 9 15 41 17 30 14 30
23 1 1 3 4 1 2 2 1 4 7 2 12 9 2 2 12 3 2 11 16 3 11
18 1 2 2 3 4 3 4 5 5 10 6 3 7 3 13 10 17
44 1 1 3 4 1 4 6 7 8 4 8 9 2 14 13 16 11 11 13 8 8 8 3 24 21 2 10 7 3 22 27 29 20 6 8 33 17 6 38 37 30 8 1
37 1 1 1 4 3 5 7 2 7 6 10 2 5 13 15 9 16 7 17 19 14 4 19 18 19 3 8 17 16 20 26 25 5 13 24 16
78 1 1 1 4 3 6 7 8 5 3 10 7 12 1 13 12 2 5 6 15 1 16 18 3 25 22 3 26 19 29 7 22 30 14 13 30 15 13 22 31 1 17 36 12 21 2 45 43 30 40 13 22 12 44 29 34 15 32 45 57 37 13 56 8 27 23 46 49 57 40 24 24 72 29 8 9 71
26 1 1 2 3 1 3 6 2 8 8 8 8 10 1 3 1 15 17 1 14 11 15 14 13 24
23 1 1 3 1 5 4 7 5 9 10 5 2 12 3 8 14 4 9 11 9 14 5
96 1 2 2 2 4 2 2 5 1 8 4 6 1 9 14 3 14 18 11 13 7 12 11 13 12 13 3 19 22 26 30 18 23 5 29 17 21 8 30 9 14 39 8 27 24 9 11 22 14 13 44 31 47 11 52 8 4 22 48 29 59 48 49 1 11 34 33 37 35 48 41 52 67 63 66 19 76 17 7 1 19 20 31 58 74 14 70 28 18 2 2 61 70 88 80
25 1 2 1 1 4 1 4 6 8 7 10 6 11 4 13 10 15 3 13 7 21 21 12 11
14 1 2 1 1 5 1 5 8 6 7 1 8 13
21 1 2 2 3 5 4 2 5 6 5 10 9 11 13 5 5 17 14 15 18
89 1 1 2 1 3 4 1 2 3 10 8 10 5 6 4 15 12 3 3 19 6 18 23 22 2 1 27 6 22 4 2 28 31 30 19 4 36 9 32 2 12 10 6 21 27 44 29 14 13 28 29 17 38 39 10 26 13 6 22 38 23 47 42 40 21 59 63 65 18 36 7 7 26 8 13 13 18 77 38 49 59 45 16 76 44 63 2 45
36 1 1 3 2 2 3 5 7 8 6 4 3 5 7 14 15 9 6 19 2 3 9 14 8 24 8 18 28 17 18 27 32 32 13 19
60 1 1 2 2 2 6 5 3 7 5 10 7 9 5 7 3 1 4 16 1 16 12 7 24 24 17 5 21 8 26 13 10 2 8 8 22 33 13 1 1 40 18 33 39 21 41 35 46 11 18 41 13 43 30 45 4 16 20 5
74 1 2 1 2 1 2 5 5 1 4 11 4 7 4 1 13 5 11 10 8 11 10 10 20 14 23 9 25 22 15 20 18 23 4 21 31 3 8 38 35 16 27 42 31 36 29 2 32 10 9 5 12 12 11 1 35 27 51 23 29 30 53 25 15 34 57 34 56 35 20 16 8 7
24 1 1 2 1 5 4 2 1 4 8 3 5 13 3 9 3 9 7 11 7 5 15 21
24 1 2 2 2 1 4 6 3 6 5 4 12 4 9 3 14 3 2 5 5 20 18 19
33 1 1 2 4 2 5 5 7 4 6 1 7 8 9 7 15 14 4 2 14 7 15 9 6 12 10 17 4 12 14 25 10
62 1 1 3 1 3 2 2 2 8 8 5 12 1 4 3 13 11 17 12 5 4 2 17 4 15 20 12 24 25 18 10 15 1 6 11 33 4 21 19 14 22 12 32 8 20 25 14 17 4 15 34 28 44 31 21 56 9 48 17 29 47
44 1 1 3 3 4 2 3 5 3 7 6 6 13 8 12 5 9 15 7 19 16 7 14 16 19 10 22 3 19 3 5 24 14 26 11 5 12 16 28 39 17 28 10
95 1 1 3 2 5 6 7 2 3 10 6 2 9 6 1 1 13 6 2 6 21 4 11 15 7 14 8 11 16 11 23 9 15 25 16 34 34 23 18 5 29 2 28 30 42 25 32 48 27 5 29 14 51 36 14 24 1 14 23 17 37 29 34 60 63 13 51 16 58 19 48 58 16 28 55 72 36 74 14 65 21 52 20 40 79 17 79 25 74 2 3 80 1 22
21 1 1 1 4 3 1 4 8 7 2 4 1 3 6 15 7 2 8 8 5
59 1 1 3 2 5 6 2 5 9 3 8 7 3 1 1 5 10 3 5 1 10 19 7 3 11 4 7 27 20 9 18 8 14 18 33 35 37 19 24 31 30 10 10 18 8 30 14 15 24 31 34 51 28 40 54 8 6 26
25 1 2 2 2 4 6 2 4 2 6 8 8 12 9 14 8 1 11 5 16 2 9 17 1
5 1 1 1 3
18 1 1 2 4 5 3 1 4 5 6 5 2 4 4 13 4 11
92 1 1 3 1 3 1 6 8 7 5 4 4 12 7 5 14 10 8 15 13 1 22 7 24 17 21 8 9 13 7 11 8 19 19 35 22 10 31 37 8 3 24 22 34 34 1 30 14 14 50 48 37 21 48 27 45 25 24 2 48 10 5 58 54 62 4 11 6 43 57 71 61 54 33 5 65 33 53 52 12 58 33 43 36 70 5 43 69 87 74 80
82 1 1 2 1 2 2 2 2 5 1 2 8 3 13 4 12 5 1 2 10 9 18 9 18 8 18 17 21 9 11 1 20 16 28 21 30 20 7 7 17 36 37 10 35 17 21 2 48 35 44 5 5 11 11 53 7 50 10 55 46 8 3 15 25 40 16 65 3 67 37 53 18 5 3 58 69 40 12 27 64 23
17 1 2 2 4 1 4 4 1 9 6 11 1 7 6 6 2
6 1 2 1 3 5
26 1 1 3 2 3 5 6 7 6 1 5 12 9 7 15 13 2 13 15 3 19 11 13 13 15
56 1 1 3 3 1 1 7 5 3 10 9 11 3 1 11 3 6 13 10 2 5 6 7 8 10 22 21 26 17 15 27 15 4 14 27 16 27 27 23 10 38 17 19 42 42 13 41 36 22 2 38 37 22 4 38
73 1 2 2 2 1 4 1 5 2 2 1 5 6 11 3 16 16 12 4 20 20 5 1 1 17 26 1 7 21 5 1 10 3 29 25 20 18 13 26 38 6 36 16 12 33 13 41 23 13 18 5 32 30 52 44 8 5 53 43 37 26 61 31 32 15 57 66 35 48 12 38 7
62 1 2 2 4 4 5 6 2 5 10 7 1 5 8 12 1 16 5 11 8 13 21 2 3 1 2 8 27 26 10 12 28 4 16 14 29 37 8 31 15 35 30 12 21 1 23 8 27 38 33 50 34 18 29 33 28 50 58 50 31 41
40 1 1 3 2 3 1 6 3 8 6 4 2 5 10 12 14 6 18 1 1 2 4 18 19 18 5 2 11 7 30 30 14 27 9 21 25 23 32 36
11 1 2 3 3 2 4 6 5 7 3
13 1 2 1 4 3 2 7 5 6 7 11 8
90 1 1 2 2 5 6 6 3 5 10 11 1 3 3 12 11 1 6 3 9 4 21 22 8 15 23 10 24 1 14 7 22 21 20 26 20 32 35 38 19 40 5 43 37 15 36 39 43 49 34 20 4 50 32 1 40 30 44 43 16 6 35 29 57 5 8 22 12 68 60 69 10 27 2 68 32 36 12 62 79 76 9 48 1 6 46 50 65 40
92 1 2 3 2 5 1 2 1 3 8 11 5 4 1 10 9 4 14 2 3 19 20 15 5 4 9 11 16 5 14 25 11 14 19 35 6 31 25 6 29 26 10 8 23 2 32 1 9 35 10 8 41 42 36 29 25 57 40 12 5 13 39 49 48 29 64 59 68 20 45 40 48 56 20 45 54 73 23 61 29 63 52 1 2 11 35 6 88 47 41 53
61 1 1 3 3 2 6 4 3 1 3 6 10 5 1 10 15 11 12 13 4 17 5 18 12 10 11 18 9 25 17 13 15 18 21 8 14 2 19 23 29 25 38 25 10 1 14 38 18 34 7 7 26 38 30 11 55 41 20 17 32
83 1 1 2 4 4 5 7 7 8 5 9 2 8 11 7 9 8 14 13 20 2 14 5 17 1 9 14 12 28 20 17 22 5 19 10 18 29 36 1 30 5 5 23 24 15 14 11 28 34 32 19 34 16 29 17 48 37 37 54 49 13 52 29 51 51 6 63 19 36 17 35 9 5 71 23 20 55 13 10 12 56 21
67 1 1 2 4 2 6 1 3 4 2 6 6 10 6 13 1 14 2 10 6 21 9 16 10 7 22 6 25 26 15 2 3 28 10 17 18 25 19 20 34 1 25 41 8 19 26 34 11 5 25 33 44 52 37 44 21 28 42 27 22 13 32 33 10 26 10
81 1 2 3 2 1 4 2 6 8 5 7 11 4 14 3 10 14 7 17 11 3 9 4 19 11 26 23 13 14 5 21 2 16 27 7 16 7 27 23 23 4 4 41 26 45 43 8 34 10 44 6 40 3 25 1 42 6 39 7 10 49 9 48 43 37 17 63 19 56 33 52 29 21 68 51 19 36 46 69 73
26 1 2 1 3 1 2 1 5 1 10 6 3 12 13 9 4 11 10 7 13 20 19 4 19 9
95 1 1 2 1 3 4 3 5 7 8 10 12 8 11 14 14 1 14 4 9 11 4 23 9 5 24 6 7 1 7 29 25 26 19 33 3 1 7 37 9 15 26 19 10 26 4 26 39 15 25 9 52 46 33 7 16 2 35 44 16 45 2 34 39 47 31 49 49 22 8 19 44 6 29 52 34 52 12 57 62 6 10 15 12 34 36 27 82 36 20 37 32 67 14
20 1 2 3 1 2 4 5 7 7 4 6 6 9 2 2 3 3 13 4
9 1 2 2 1 5 2 3 6
34 1 2 3 3 4 3 2 8 5 7 7 8 12 2 4 10 14 12 15 20 18 18 1 1 1 6 14 23 9 7 12 2 9
23 1 2 3 4 3 2 1 6 3 4 10 6 1 13 3 7 8 6 4 5 1 10
45 1 2 3 1 1 1 2 6 3 3 11 2 1 2 7 13 10 18 10 13 10 9 3 10 7 6 12 14 14 11 25 18 7 12 16 35 30 21 5 32 37 2 38 42
44 1 1 2 3 1 1 7 8 3 5 6 12 6 3 4 12 1 4 19 3 7 18 16 2 8 16 7 8 19 19 15 4 8 20 28 30 15 6 27 34 39 13 1
65 1 2 1 3 4 1 2 6 5 8 3 5 12 9 7 11 13 12 4 19 9 15 16 11 1 13 13 14 8 16 3 12 10 21 7 15 16 17 39 31 10 26 28 12 22 8 43 42 25 5 4 27 13 23 36 3 6 6 30 45 27 31 59 8
6 1 1 1 3 2
22 1 1 2 2 3 6 3 5 2 9 9 10 8 8 5 2 4 16 7 20 8
